Transaction_ID,Date,Customer_ID,Customer_Age_Group,City,Region,Store_ID,Category,Product_Name,Brand,Quantity,Unit_Price_INR,Discount_Percent,Total_Amount_INR,Payment_Method,High_Discount_Flag,Gross_Revenue,Discount_Amount,Month,Quarter,Week,Revenue_Per_Unit,Is_Digital
TXN000118,04-01-2023,CUST4349,36-45,Hyderabad,South,STORE014,Cleaning Supplies,Toilet Cleaner,HomeChoice,8,598.94,0,4791.52,Debit Card,FALSE,4791.52,0,1,1,1,598.94,TRUE
TXN000119,31-03-2023,CUST3116,46-55,Mumbai,West,STORE035,Beverages,Mango Juice,GreenLeaf,1,751.1,20,600.88,Net Banking,TRUE,751.1,150.22,3,1,13,600.88,FALSE
TXN000120,12-08-2023,CUST1307,46-55,Mumbai,West,STORE005,Cleaning Supplies,Sponge Pack,TopBrand,13,1294.03,0,16822.39,Net Banking,FALSE,16822.39,0,8,3,32,1294.03,FALSE
TXN000121,11-01-2023,CUST6321,26-35,Pune,West,STORE040,Frozen Foods,Frozen Berries,ValueBuy,14,441.38,20,4943.46,Debit Card,TRUE,6179.32,1235.86,1,1,2,353.1042857,TRUE
TXN000122,26-09-2023,CUST2288,46-55,Mumbai,West,STORE020,Dairy & Eggs,Cream,TopBrand,8,659.16,20,4218.62,Credit Card,TRUE,5273.28,1054.66,9,3,39,527.3275,TRUE
TXN000123,28-06-2023,CUST6752,26-35,Mumbai,West,STORE016,Snacks & Confectionery,Popcorn,NatureBest,17,953.5,5,15399.02,Credit Card,FALSE,16209.5,810.48,6,2,26,905.8247059,TRUE
TXN000124,01-04-2023,CUST9095,46-55,Delhi,North,STORE049,Beverages,Coffee Powder,Local,20,237.78,0,4755.6,Net Banking,FALSE,4755.6,0,4,2,13,237.78,FALSE
TXN000125,19-03-2023,CUST8205,18-25,Lucknow,North,STORE031,Personal Care,Razor,ValueBuy,11,1297.73,15,12133.78,Debit Card,FALSE,14275.03,2141.25,3,1,11,1103.070909,TRUE
TXN000126,25-08-2023,CUST8404,18-25,Hyderabad,South,STORE004,Beverages,Herbal Tea,TopBrand,12,765.93,10,8272.04,Debit Card,FALSE,9191.16,919.12,8,3,34,689.3366667,TRUE
TXN000127,25-10-2023,CUST1672,46-55,Lucknow,North,STORE037,Dairy & Eggs,Butter,GreenLeaf,20,765.53,25,11482.95,Debit Card,TRUE,15310.6,3827.65,10,4,43,574.1475,TRUE
TXN000128,22-02-2023,CUST6626,18-25,Jaipur,North,STORE033,Grains & Pulses,Black Beans,HomeChoice,5,1437.01,25,5388.79,Cash,TRUE,7185.05,1796.26,2,1,8,1077.758,FALSE
TXN000129,06-07-2023,CUST7108,36-45,Ahmedabad,West,STORE025,Meat & Seafood,Beef Steak,EcoFresh,17,788.89,0,13411.13,Debit Card,FALSE,13411.13,0,7,3,27,788.89,TRUE
TXN000130,26-05-2023,CUST5128,55+,Kolkata,East,STORE010,Grains & Pulses,Basmati Rice,TopBrand,3,501.24,20,1202.98,Cash,TRUE,1503.72,300.74,5,2,21,400.9933333,FALSE
